Date,Brent_Oil_Price,USD_INR_Exchange
2019-06-04,61.970001220703125,69.16190338134766
2019-06-05,60.630001068115234,69.55999755859375
2019-06-06,61.66999816894531,69.625
2019-06-07,63.290000915527344,69.36000061035156
2019-06-08,63.290000915527344,69.36000061035156
2019-06-09,63.290000915527344,69.36000061035156
2019-06-10,62.290000915527344,69.34500122070312
2019-06-11,62.290000915527344,69.52349853515625
2019-06-12,59.970001220703125,69.3864974975586
2019-06-13,61.310001373291016,69.69999694824219
2019-06-14,62.0099983215332,69.80000305175781
2019-06-15,62.0099983215332,69.80000305175781
2019-06-16,62.0099983215332,69.80000305175781
2019-06-17,60.939998626708984,69.77050018310547
2019-06-18,62.13999938964844,70.11250305175781
2019-06-19,61.81999969482422,69.76499938964844
2019-06-20,64.44999694824219,69.87000274658203
2019-06-21,65.19999694824219,69.77999877929688
2019-06-22,65.19999694824219,69.77999877929688
2019-06-23,65.19999694824219,69.77999877929688
2019-06-24,64.86000061035156,69.56990051269531
2019-06-25,65.05000305175781,69.60250091552734
2019-06-26,66.48999786376953,69.63749694824219
2019-06-27,66.55000305175781,69.60250091552734
2019-06-28,66.55000305175781,69.32499694824219
